"ID","Gene","Chromosome","Start","End","Strand","Length","BioType","Description","Ws4_R_M1","Ws4_R_M2","Ws4_R_M3","Ws4_R_SC1","Ws4_R_SC2","Ws4_R_SC3","per5_R_M1","per5_R_M2","per5_R_M3","per5_R_SC1","per5_R_SC2","per5_R_SC3","per5_R_M_vs_Ws4_R_M_pvalue","per5_R_M_vs_Ws4_R_M_padj","per5_R_M_vs_Ws4_R_M_log2FoldChange","Ws4_R_SC_vs_Ws4_R_M_pvalue","Ws4_R_SC_vs_Ws4_R_M_padj","Ws4_R_SC_vs_Ws4_R_M_log2FoldChange","per5_R_SC_vs_Ws4_R_SC_pvalue","per5_R_SC_vs_Ws4_R_SC_padj","per5_R_SC_vs_Ws4_R_SC_log2FoldChange","per5_R_SC_vs_per5_R_M_pvalue","per5_R_SC_vs_per5_R_M_padj","per5_R_SC_vs_per5_R_M_log2FoldChange","cl"
"AT3G01420.1","DOX1","3",159450,162905,"-",3455,"protein_coding","Alpha-dioxygenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGH6]",16887.1462821968,26110.9476831816,26074.7504548141,17263.2709224539,19113.3643777432,23456.2264208559,14494.6611112516,22240.2606213995,18586.3430926022,10260.1808784745,7351.47410544316,7908.21840950658,0.0902374069459959,0.957700163549322,-0.317992696134751,0.240444209484799,0.731705279817054,-0.220657531771292,2.21449613804874e-11,3.78461465752293e-09,-1.28867320236357,9.02126406898002e-10,1.04931334199678e-07,-1.19133803800011,2
"AT3G15500.1","NAC055","3",5234457,5236196,"+",1739,"protein_coding","NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3]",47.0395381796516,88.2342607233833,146.574962722118,113.138978390428,168.203739823029,358.346834745694,56.2104988350009,89.8475300390654,220.209664555461,447.757014162615,435.018907781758,649.899083943889,0.285578769017339,0.999931207122935,0.315870701254443,0.000249077686060721,0.0132492116298681,1.06725091808434,0.00025382798100555,0.00847828065572136,1.04672369437887,9.68251740381616e-10,1.11630468271045e-07,1.79810391120877,5
"AT4G29020.1",NA,"4",14304921,14305841,"+",920,"protein_coding","Putative glycine-rich protein 5 [Source:UniProtKB/TrEMBL;Acc:Q9SZD2]",562.328807582467,638.280897331732,505.438612598555,606.343106754883,380.198981481608,339.587895432411,668.683015145161,403.77975753552,368.116033253268,107.83169125076,179.747990970405,95.1930936400385,0.269714762683254,0.999931207122935,-0.28584449563608,0.144414409407788,0.614747805564612,-0.378633108675214,5.70973271340079e-09,6.33689339431098e-07,-1.59671483901354,1.01532183249441e-09,1.16543805606189e-07,-1.68950345205268,2
"AT4G31970.1","CYP82C2","4",15462350,15464563,"+",2213,"protein_coding","Cytochrome P450 82C2 [Source:UniProtKB/Swiss-Prot;Acc:O49394]",252.425800446797,1447.53731396041,2042.68145703295,305.894298504886,1187.36527299325,1562.00643639732,89.7460031910959,318.661439042642,255.613834366373,17.8981148575168,55.3992092614401,14.502987708151,4.50558464968599e-06,0.0022359987820578,-2.28834297966597,0.544621679383977,0.906160510458445,-0.300979493149032,4.18245529184752e-23,3.06606992276307e-20,-5.30015091224672,1.05336188021640e-09,1.20382243524643e-07,-3.31278742572978,3
"AT3G25790.1","HHO1","3",9413052,9415240,"+",2188,"protein_coding","Transcription factor HHO1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS00]",657.768500863416,335.685607207454,330.63368897316,437.242394618794,232.105743551935,176.518556756959,671.196098356879,293.085658615397,213.347080389763,120.608267439282,77.0965950801325,96.6321238242109,0.32188915378957,0.999931207122935,-0.223841951518173,0.00812360203370731,0.147538368372071,-0.602102008780739,4.80996152013782e-06,0.000287012473919351,-1.12265451384524,1.106350679526e-09,1.25562839566831e-07,-1.50091457110781,2
"AT4G02270.1","RHS13","4",992111,993039,"-",928,"protein_coding","At4g02270 [Source:UniProtKB/TrEMBL;Acc:O81417]",806.132664141984,442.562567436429,358.864938117019,1112.14505898336,968.866539344063,827.105385147078,892.615021574023,559.368743050389,392.754158387058,2106.88330628885,906.077270730584,1251.86524924022,0.354720724010258,0.999931207122935,0.223813140649904,3.24309895092534e-05,0.0028104351869095,1.00181646160829,0.00261319344747239,0.0554000988327538,0.737596933392035,1.10828840854143e-09,1.25562839566831e-07,1.51560025435043,5
"AT4G13310.1","CYP71A20","4",7750305,7753210,"+",2905,"protein_coding","Cytochrome P450 71A20 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0K2]",8.24951211506733,98.3942170109782,192.814459450237,33.6472432125201,226.328684253831,324.655458576207,31.8731532684298,247.021943268286,740.517265466171,2163.41874629934,3204.34608492169,3945.84613598912,0.00106170705033959,0.123835380197442,1.65948502648932,0.037531742033907,0.34250668923699,1.06080930632758,2.68382710920538e-13,6.02930417589793e-11,3.69182432318623,1.19426891436853e-09,1.34323198465219e-07,3.09314860302449,1
"AT3G05890.1","RCI2B","3",1757440,1758807,"-",1367,"protein_coding","At3g05890 [Source:UniProtKB/TrEMBL;Acc:Q67Z65]",2951.58573080735,2020.87992520066,1682.23762955603,1278.41636732264,1089.16082234609,949.848639180696,1678.79288255889,1452.64418146279,1331.63434864215,1004.61047390093,632.524518286325,631.130069145935,2.99067232655136e-05,0.00859267380560204,-0.535039743595115,2.9337903180026e-13,2.84371208934985e-10,-0.940282527942204,0.00189642379071314,0.0428456427720164,-0.417990963153333,1.1958773162048e-09,1.34323198465219e-07,-0.823233747500421,8
"AT1G26255.2",NA,"1",9083931,9085651,"-",1720,"protein_coding",NA,75.9566389765169,66.9217118704988,81.5767235986106,173.206628341685,189.327845498092,137.351371878304,59.582807416867,62.0550773065429,43.6108592620075,154.141422926347,204.203683336849,129.186747125187,0.0998199026004726,0.963810981267616,-0.438746811181446,3.04985499105953e-06,0.000405166268888421,1.16759476553738,0.928282776135557,0.996252400275733,0.0222411260727225,1.2210590216906e-09,1.36565536994293e-07,1.62858270279155,5
"AT1G18193.1",NA,"1",6262602,6263258,"+",656,"protein_coding",NA,303.862965559779,323.289502136845,273.378994217598,295.973673779031,248.874106533131,241.522434700375,379.324818525559,344.050247613799,358.027887722672,190.392956897007,215.929392736325,183.099219241158,0.0324609837001159,0.72923666674458,0.266678129507536,0.136906182620633,0.603810285107481,-0.189112238271246,0.00722458870686352,0.119227113511313,-0.364380068841245,1.2977103157342e-09,1.4452075180034e-07,-0.820170436620027,6
"AT5G13420.1",NA,"5",4301792,4304315,"-",2523,"protein_coding","Aldolase-type TIM barrel family protein [Source:UniProtKB/TrEMBL;Acc:Q9LYR4]",7437.81738735151,4875.80422073661,3456.61024587357,4567.37277359509,2938.6470019355,2033.31892143199,8055.28607600471,4341.93051596605,3291.62791805407,2884.73455619824,2487.40720276925,2009.49510889214,0.871214528164927,0.999931207122935,-0.0172937650566303,5.34284427870645e-10,1.91544626874009e-07,-0.665543774434924,0.810654074462066,0.988390184533672,-0.0264897331375195,1.30385677790514e-09,1.44589981926082e-07,-0.674739742515814,8
"AT4G40020.1",NA,"4",18553168,18555355,"-",2187,"protein_coding","Myosin heavy chain-related protein [Source:UniProtKB/TrEMBL;Acc:Q9SMQ3]",47.0052595676632,80.1499043816563,89.2240827440935,19.3790422945147,57.365805934754,69.824033267324,59.5388702685754,80.183233950201,64.1598082605578,10.7330355959439,16.8068024013948,19.3448871927719,0.92289163736283,0.999931207122935,-0.0329414150330741,0.0503725786029919,0.394110838451091,-0.681609109864242,8.81771669883515e-06,0.000480709581768447,-1.80973227920214,1.46938421640059e-09,1.62258457077721e-07,-2.45839997403331,2
"AT1G73670.1","MPK15","1",27699871,27703449,"+",3578,"protein_coding","Mitogen-activated protein kinase 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9U4]",545.858568243886,581.37340328267,560.637137131272,349.879098021476,424.934044020086,412.649525047939,438.543425040983,532.377476346077,520.066690416513,321.929603947724,322.82007598747,326.489867179357,0.0613603431381307,0.886994503252448,-0.188082777725765,3.62587858130574e-07,6.12212053879693e-05,-0.519330620594013,0.00248036031476187,0.0531912219309635,-0.331536117561898,1.53986837207349e-09,1.69327290611492e-07,-0.662783960430145,6
"AT1G19180.3","TIFY10A","1",6622055,6623668,"+",1613,"protein_coding","TIFY10A [Source:UniProtKB/TrEMBL;Acc:A0A178W7G1]",377.231158650858,473.569041233452,401.21602474754,341.381244280932,804.047598086578,568.551331107063,406.118944589495,650.424725198298,712.486693384752,3207.21887117267,1958.88173413188,1949.13725557821,0.136706751881815,0.999931207122935,0.471918766807561,0.188791408007145,0.678903543203172,0.417348200625069,4.02030546188094e-10,5.5718233458516e-08,2.0198093843649,1.71313191636931e-09,1.87591528800423e-07,1.9652388181824,7
"AT4G37330.1","CYP81D4","4",17562317,17564763,"-",2446,"protein_coding","At4g37330 [Source:UniProtKB/TrEMBL;Acc:O23155]",414.079957368906,420.98804077924,499.0773951366,401.768086820512,421.077776418674,588.048311003397,348.064146875077,360.348390590132,430.944251363727,746.856199006717,664.122413217435,1000.79475218289,0.129212780333215,0.999931207122935,-0.236084332267659,0.790485165320731,0.965861490340765,0.0410684972996788,1.25468164062836e-05,0.000661963379980764,0.682468504455233,1.72760689336532e-09,1.88388333359433e-07,0.959621334022571,7
"AT2G43570.1","CHI","2",18076166,18077517,"-",1351,"protein_coding","CHI [Source:UniProtKB/TrEMBL;Acc:A0A178W3M3]",698.038578655124,1159.64857223377,1096.18510488402,1182.28836776198,1526.16716080222,1504.62350418031,428.141653030204,509.464812474568,403.157153290092,138.739129050465,207.975982022211,100.141929549765,1.17779393918912e-05,0.00431271955569776,-1.12433010568538,0.0469641295653736,0.380746265297435,0.506341407415174,4.44655374149884e-34,8.84768911263809e-31,-3.27687024921531,1.84838517241871e-09,2.00722358287843e-07,-1.64619873611475,3
"AT4G18510.1","CLE2","4",10211577,10212452,"+",875,"protein_coding","CLE2 [Source:UniProtKB/TrEMBL;Acc:A0A178UVM8]",157.170547297453,225.896246552425,291.405449384928,145.440383039719,307.354584209562,474.413263417147,152.920190320747,198.181414017244,271.609340478243,390.795420387541,613.471651559251,673.310282356166,0.490764016945622,0.999931207122935,-0.125603407201724,0.0914063826179364,0.51191877583865,0.303405843015947,0.000159443221886777,0.00578334613554678,0.674485032855276,1.88792640679282e-09,2.04169099141219e-07,1.10349428307295,7
"AT1G54000.1","GLL22","1",20154154,20156520,"-",2366,"protein_coding","GDSL esterase/lipase 22 [Source:UniProtKB/Swiss-Prot;Acc:Q1H583]",3806.69129930646,1531.6302332942,1116.19189842896,3807.92101102591,1870.65964825106,1390.47417385107,4278.81212118668,1812.67633419447,1958.17407290482,4917.11233606299,3580.80584877408,2948.46697177312,0.00789145398929151,0.421521011032705,0.432549455394098,0.0829374540400162,0.490299550413658,0.282875789242276,3.69344282952217e-12,6.95190789878372e-10,1.15711093871921,2.03262577644615e-09,2.18912959651737e-07,1.00743727256739,7
"AT1G51830.1",NA,"1",19242735,19246010,"-",3275,"protein_coding","Leucine-rich repeat protein kinase family protein [Source:TAIR;Acc:AT1G51830]",1989.63891410033,1572.65993440947,1591.57995004943,1960.56844230239,1140.68119476417,1382.92360057511,1033.88134544042,942.878113614338,579.623723676985,373.192387331169,135.354749138948,154.782618285498,0.000273979907335766,0.0482969791958585,-1.0258624068314,0.544426814108354,0.90612672515066,-0.170704657335521,2.79158381370405e-19,1.19638692766698e-16,-2.63654434986448,2.05981645358387e-09,2.20932198388293e-07,-1.78138660036859,3
"AT4G34135.2","UGT73B2","4",16345258,16347434,"-",2176,"protein_coding","UDP-glucosyl transferase 73B2 [Source:UniProtKB/Swiss-Prot;Acc:Q94C57]",136.068984755293,164.357353227729,116.763025621601,65.2762797082267,83.2216397425428,81.4606108028394,167.716008157837,116.533591239405,159.25572792952,38.1624347858868,41.1754635090929,59.2431238337701,0.730224858137312,0.999931207122935,0.0886931589819587,0.00104448500749752,0.0383483603080896,-0.869743826009975,0.00852577938471306,0.135447401948327,-0.767555737576012,2.06855831056897e-09,2.20964243044492e-07,-1.72599272256795,6
"AT4G07960.2","CSLC12","4",4802299,4805337,"-",3038,"protein_coding","CSLC12 [Source:UniProtKB/TrEMBL;Acc:A0A384KRZ4]",54.4118980652544,34.499704416465,18.7225425508707,78.5562099394979,76.7314325966506,45.5057798722843,72.9431351587068,51.3079755467324,24.0501401577641,228.863938535172,119.446121585572,172.953419066254,0.191831591347429,0.999931207122935,0.487091562151671,0.00515590494831033,0.110512029813456,1.02682425637333,3.20835989529218e-06,0.000201750071338948,1.64806201992043,2.22143430541983e-09,2.36329907346107e-07,2.18779471414209,7
"AT3G23175.1",NA,"3",8273772,8275565,"-",1793,"protein_coding","HR-like lesion-inducing protein-like protein [Source:UniProtKB/TrEMBL;Acc:Q8GYI3]",966.12894695296,835.438710399124,875.391921751222,1477.12839556037,1300.46781126566,1232.76395854862,773.817623494524,716.919098518961,663.502615294622,1409.1695678873,959.370910961769,1033.28862147889,0.00947465852240987,0.46381499393733,-0.309571466846214,3.46808186389588e-07,5.94469354313579e-05,0.598583729835945,0.146860728416168,0.676214432487903,-0.17384676738633,2.54507331285088e-09,2.69664427816277e-07,0.734308429295828,4
"AT3G53230.1","CDC48D","3",19723350,19727128,"+",3778,"protein_coding","Cell division control protein 48 homolog D [Source:UniProtKB/Swiss-Prot;Acc:Q9SCN8]",1099.55839925505,1124.39704176018,1016.38729871353,651.013954192147,427.170349895153,440.341860075572,1506.46074627919,1060.22670047343,1001.79613484196,704.234114669151,456.237828400349,393.171517631425,0.484432564113209,0.999931207122935,0.117046638655015,1.32934483926954e-10,5.55938976098483e-08,-1.09090875845507,0.363663566806555,0.894904611465892,0.160243928685547,2.56961012340412e-09,2.71166397337134e-07,-1.04771146842454,8
"AT5G06570.1",NA,"5",2007854,2011043,"-",3189,"protein_coding","alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT5G06570]",184.155073116735,197.700225356821,379.280204819813,390.141276249347,385.235225558437,556.655172979718,203.954208054747,300.691227421165,367.37350561925,964.656508160712,742.560996471968,928.193254509263,0.417877001849271,0.999931207122935,0.196202121944839,0.000877495770114264,0.0336729351901179,0.800679859962134,0.000361922921622473,0.0114439124036745,0.864080666219495,2.66907241752216e-09,2.80531302164548e-07,1.46855840423679,5
"AT1G62980.1","EXPA18","1",23331563,23333246,"+",1683,"protein_coding","Expansin-A18 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQ07]",429.407537138421,238.257556079751,202.866918176474,602.035453686168,479.099618242944,348.580994829459,454.062628818478,358.468648004248,268.630621908637,968.195755104835,495.09074157636,657.845192607376,0.0721166773709114,0.91257520113075,0.365629334422138,7.07565694880071e-05,0.00526071073883702,0.803415168609487,0.000100434593995089,0.00395527568037283,0.791463404633099,2.97616522300721e-09,3.11556880205287e-07,1.22924923882045,5
"AT5G13750.2","ZIFL1","5",4438645,4441701,"+",3056,"protein_coding","ZIFL1 [Source:UniProtKB/TrEMBL;Acc:A0A178UFA6]",968.545319159685,808.433675053707,737.128821443368,557.700855667153,493.913509134335,541.41176582987,1177.66961624282,941.068992347733,894.19358757395,621.756124349286,517.732760762993,592.140191546363,0.0208314453007134,0.636011520674464,0.265477608061031,6.26982055309891e-08,1.3340445015866e-05,-0.635306937785524,0.136477504795272,0.656284110319676,0.181993514626275,2.99604863314489e-09,3.1238879991249e-07,-0.71879103122028,8
"AT4G20210.1","TPS08","4",10913470,10918371,"-",4901,"protein_coding","Terpenoid synthase 8 [Source:UniProtKB/Swiss-Prot;Acc:O65435]",54.4339229536808,31.4492769233535,30.8454555109738,71.3883472370223,65.4552184391676,31.7337399861632,38.5775224153439,35.2834638330942,20.6265281306361,102.581540918711,113.396159396921,116.051861220258,0.423640252511435,0.999931207122935,-0.28022155755253,0.089578588887618,0.508427943998666,0.569605624998542,0.000206259051463884,0.00711108712454135,1.21384017964961,3.0381337262091e-09,3.15519832335787e-07,2.06366736220068,7
"AT5G24230.1",NA,"5",8228829,8230964,"+",2135,"protein_coding","At5g24230 [Source:UniProtKB/TrEMBL;Acc:Q8GW37]",184.904164946249,238.303611626882,228.166619153587,334.242748326938,268.560531773578,444.898802929733,143.485701471509,202.19014832334,173.249802160384,414.501465277799,372.659569615101,536.182963786348,0.100540135038984,0.963810981267616,-0.33570668062797,0.00101148137892104,0.0374950129854711,0.655780091392152,0.226181359047963,0.791167881974203,0.242812177608106,3.06499704758163e-09,3.17051532538573e-07,1.23429894962823,5
"AT1G17020.1","SRG1","1",5820080,5822013,"+",1933,"protein_coding","Protein SRG1 [Source:UniProtKB/Swiss-Prot;Acc:Q39224]",175.783860625004,146.041032109175,146.577481928932,90.7128957978511,62.2696462967422,56.0230953515813,177.024011487039,126.216489531713,116.99077133765,47.7628157505302,53.6390839224453,51.9419872340817,0.407319796298829,0.999931207122935,-0.156521096667269,9.51694343504789e-09,2.49067926638638e-06,-1.15308896096545,0.186879726421472,0.742530708703272,-0.302454928084064,4.07499615253507e-09,4.18222448266648e-07,-1.29902279238225,8
"AT1G64950.1","CYP89A5","1",24127506,24129557,"+",2051,"protein_coding","Cytochrome P450, family 89, subfamily A, polypeptide 5 [Source:UniProtKB/TrEMBL;Acc:Q9XIQ1]",436.289641817843,294.205096329042,230.237005841244,162.155738239314,126.867738092997,98.3762460155994,317.003607479665,287.610921283527,236.05404693963,100.193421342566,122.642278569581,106.382786700571,0.387644833348819,0.999931207122935,-0.15431574733635,1.22378870231483e-11,7.27903957460942e-09,-1.26218860037348,0.798086018860634,0.987423780507326,-0.051821134241461,4.21882316505625e-09,4.3129226973706e-07,-1.15969398727859,8
"AT3G21770.1","PER30","3",7673276,7674839,"+",1563,"protein_coding","Peroxidase 30 [Source:UniProtKB/Swiss-Prot;Acc:Q9LSY7]",1537.67153504143,1304.81384606787,1212.82404214392,1982.26316995696,1376.66860068022,1485.09836772051,1598.07275403681,1260.55848961776,1362.74926266278,3446.29405652499,2074.57006968477,2007.2347914457,0.661805234353365,0.999931207122935,0.0688031223385184,0.0740975351980654,0.467166127118422,0.280840696044677,4.06885480012238e-06,0.000249112281685735,0.738864666175159,4.62032866091364e-09,4.70500472314284e-07,0.950902239881318,7
"AT3G22570.2",NA,"3",7999715,8001263,"-",1548,"protein_coding","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J1K4]",13.2858772505497,13.143506190857,7.74505243197323,10.1359619528686,16.287697325936,45.146915496868,8.42277897569668,7.51600750273762,11.5712884756414,148.370553805692,79.6017012518887,123.509101218222,0.551993107279253,0.999931207122935,-0.373837404382884,0.13369939232994,0.598374402382739,0.886502985648869,4.14159567009888e-05,0.00184595888931111,2.29373376175598,4.91254808647443e-09,4.98318976632257e-07,3.55407415178773,7
"AT3G49580.1","LSU1","3",18375233,18375940,"-",707,"protein_coding","LSU1 [Source:UniProtKB/TrEMBL;Acc:A0A178VF66]",309.919046510108,101.209509946497,74.0387983547021,44.6821144101239,4.06301851715575,4.20890674486593,436.548582702941,65.415001438338,63.4589570431273,20.4373849999197,2.47883510375427,1.20199464115843,0.879813150784885,0.999931207122935,-0.0747723467005972,1.57154069083332e-10,6.2316350636059e-08,-3.56436568774478,0.870081089064531,0.994401198581582,-0.1105009856249,5.39963962355481e-09,5.43515263800204e-07,-3.60009432666908,8
"AT1G79310.1","AMC7","1",29833839,29835728,"+",1889,"protein_coding","Metacaspase-7 [Source:UniProtKB/Swiss-Prot;Acc:Q6XPT5]",101.485597049389,63.9003068543174,78.2361110241597,103.985016651182,128.547433323612,100.44487897137,93.1127966794123,117.641926959438,107.778905879683,355.695376469997,244.926827113949,246.49112083293,0.117278743493778,0.987128839200829,0.395895302528943,0.0602913702474991,0.426436011991576,0.473309207777274,1.90449553545688e-08,1.90840043637491e-06,1.38493627558992,5.55449999077245e-09,5.56960993327608e-07,1.46235018083825,7
"AT1G31710.1",NA,"1",11349697,11355587,"+",5890,"protein_coding","Amine oxidase [Source:UniProtKB/TrEMBL;Acc:F4IAX1]",1075.98585352938,923.325678721509,971.438378040074,991.548513961687,1351.45196585636,1397.81264915392,866.153187194728,1052.95470575787,1306.92579679425,1915.88436284552,2134.0906060981,2202.15251432171,0.546436655835456,0.999931207122935,0.0888128914579979,0.0470165754041149,0.380832805602318,0.292168465384781,5.53204783688878e-06,0.000322398026343537,0.67918246265313,5.62809693997991e-09,5.60834299926806e-07,0.882538036579913,7
"AT5G44585.1",NA,"5",17984527,17986431,"+",1904,"protein_coding","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422;  /.../ - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G44585]",217.075666542224,423.897339071786,558.805777636684,374.019147881018,770.806510596254,1662.48116715216,151.867106558263,248.175114876993,283.354303414379,544.613966416685,653.429961450061,858.720811352069,0.000109477375271906,0.0249015413170557,-0.777646282223736,2.11155836043631e-07,3.78834410780682e-05,1.01398516043477,0.00280412058604468,0.0587768150229096,-0.592537996851706,5.63598719501547e-09,5.60834299926806e-07,1.1990934458068,4
"AT5G42650.1","CYP74A","5",17097564,17099595,"-",2031,"protein_coding","Allene oxide synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q96242]",146.807030924975,189.70990309282,167.44705533742,104.022767618657,194.750094367284,141.743613780172,156.826278998961,226.669914656046,261.270365380429,949.479889879358,653.491750010797,587.510661010475,0.245581590266529,0.999931207122935,0.338580685076144,0.476888105639721,0.883198741121886,-0.209307583366451,1.4107670257837e-14,3.57270336702332e-12,2.27663942447041,5.851458918092e-09,5.80070194490098e-07,1.72875115602781,1
"AT4G40090.1","AGP3","4",18580827,18581696,"-",869,"protein_coding","AGP3 [Source:UniProtKB/TrEMBL;Acc:A0A178USX4]",957.12900139942,624.999212282254,525.428576280931,1036.34702543738,1114.32164099896,806.46148013364,890.659363333329,644.911727392311,496.064856002299,1540.52172770337,960.788072491716,1133.36344891019,0.844070058828125,0.999931207122935,-0.0346803216437668,0.00108528348023861,0.0394379100677146,0.573216180517732,0.0120593220440261,0.17000836750022,0.448166620941977,6.02166546545336e-09,5.9469059206181e-07,1.05606312310348,5
"AT5G61820.2",NA,"5",24834300,24836933,"-",2633,"protein_coding","Stress up-regulated Nod 19 protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ21]",251.529246296071,325.666028999924,301.827640796514,119.329823005294,145.441245869204,135.410313690333,228.936841312745,323.948486585113,233.738347083461,114.493249039306,84.862617002343,135.407789681948,0.441033491871696,0.999931207122935,-0.160888870519723,9.60007669328654e-08,1.93264313184617e-05,-1.14543927000755,0.147399111347138,0.677378298939307,-0.332628727313767,6.60237402567662e-09,6.49589212879635e-07,-1.31717912680159,8
"AT1G30400.1","ABCC1","1",10727317,10738092,"+",10775,"protein_coding","ABC transporter C family member 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8G9]",5165.76961130673,5841.46833614071,5754.13229884892,3464.64903667951,3209.73090532498,3900.47842899065,5080.4484817201,4990.80677825178,4949.65328015025,3445.89125339872,2955.06929884434,3738.96852903523,0.115189548866029,0.985149582650077,-0.15725881577726,2.07550683564744e-11,1.20706865323842e-08,-0.671626780072534,0.394717052817491,0.905956355408575,-0.0877496096358243,6.81131121370006e-09,6.67636051587057e-07,-0.602117573931099,8
"AT1G29020.2",NA,"1",10120300,10122973,"-",2673,"protein_coding","Calcium-binding EF-hand family protein [Source:TAIR;Acc:AT1G29020]",371.131653240124,193.77039650964,146.513614991974,1074.92764561991,623.019232798385,492.943835424617,334.613090490126,159.307762981529,93.9620832831632,497.381573021663,245.292011110646,242.990488845143,0.156248143147084,0.999931207122935,-0.294829496100955,2.68612780606257e-18,5.40758852403565e-15,1.74943550373227,7.1152634861299e-05,0.00294516931549956,-0.805936692579559,6.91170076408553e-09,6.74948211555531e-07,1.23832830725367,4
"AT5G20910.1","AIP2","5",7092512,7094503,"-",1991,"protein_coding","E3 ubiquitin-protein ligase AIP2 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXD3]",441.762396564606,454.226582269492,481.785769137487,333.127950232805,322.878851808939,323.256020623015,427.185456717696,434.42236382841,467.184526213557,307.155717061039,259.319370039103,239.017853201103,0.648294560665507,0.999931207122935,-0.0521527240661741,2.52903287828694e-05,0.00227447833187792,-0.490765927934863,0.0245228251878987,0.267830194287112,-0.280177688396001,7.23361630501834e-09,7.03758261407565e-07,-0.71879089226469,6
"AT5G01600.1","FER1","5",227953,230051,"-",2098,"protein_coding","Ferritin-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39101]",1829.1806192839,1847.63873095601,2922.02281183355,1081.22075592464,1480.27044939778,2322.84483252682,1453.29210789481,1972.65646589822,1991.72007958998,992.607928124684,982.40803610051,1205.24379233473,0.0695383901368826,0.904628207485235,-0.288154651632432,0.00117427639492814,0.0415297128806276,-0.516518877041795,8.81798457420671e-06,0.000480709581768447,-0.729653231787809,7.43234280133739e-09,7.20414235014077e-07,-0.958017457197173,2
"AT2G15480.1","UGT73B5","2",6758430,6760709,"+",2279,"protein_coding","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:F4IIG3]",766.156843045432,494.071442992587,551.893217863932,397.754931396332,269.076145599419,348.034786787535,566.063624820142,542.063165260738,562.601189669629,234.96177120239,257.920884558476,250.253340211592,0.569184113069104,0.999931207122935,-0.10219148970712,6.77999143170954e-06,0.000774843474931312,-0.8180250281248,0.0439166036122151,0.378389184532062,-0.38508404268207,8.40198461132411e-09,8.08413011996189e-07,-1.10091758109975,6
"AT3G30390.2","AVT6A","3",11976837,11979646,"-",2809,"protein_coding","Amino acid transporter AVT6A [Source:UniProtKB/Swiss-Prot;Acc:Q9LI61]",1358.01606251456,2885.59596299594,3191.9437746008,1549.4998751294,1676.2583934295,2814.56051146904,1756.66148413074,2534.63179823354,2602.5301828563,1113.59139463239,1344.36112295055,2001.32224946362,0.695766608274997,0.999931207122935,-0.0609427216830422,0.0405588123233163,0.356435418842683,-0.31999393371385,2.87344047551541e-05,0.00135211877240595,-0.672159121203236,9.37664374371834e-09,8.92349612424919e-07,-0.931210333234044,2
"AT5G35690.1",NA,"5",13864646,13868362,"-",3716,"protein_coding","Zinc metalloproteinase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8VYQ7]",948.194508372207,1098.85455858295,1265.52015439533,767.118235149227,791.653208350176,1039.09113767934,1043.91703307748,1157.72179299961,1114.50822020695,724.874693162972,625.578306741868,825.950215242445,0.955996239322438,0.999931207122935,0.00645222766721519,0.00157950712014488,0.0510937546649803,-0.372101590378735,0.0074686462734366,0.122169159858558,-0.327058420884374,9.66085742324248e-09,9.16066302984344e-07,-0.705612238930324,6
"AT2G32960.1","DSP2","2",13987669,13990994,"+",3325,"protein_coding","Tyrosine-protein phosphatase DSP2 [Source:UniProtKB/Swiss-Prot;Acc:Q84MD6]",351.689553651368,464.411133489964,315.269454443697,362.736508902238,262.126053663336,177.513180916856,370.908814470814,328.450256472042,214.591178074367,126.645109572392,66.9672234201261,50.7127781764793,0.210468248891828,0.999931207122935,-0.345821408564152,0.056642594343994,0.416034102396712,-0.527856573439826,2.3920491293087e-07,1.97145895251931e-05,-1.53394392767342,9.79249113532232e-09,9.25195976543395e-07,-1.71597909254909,2
